BROKERTITLE,TYPE,PRICE,BEDS,BATH,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,PROPERTYM2,BOROUGH,price_outlier,PROPERTYM2_log,price_per_m2
re/max,co op,199000,3,1,"207 Ocean Pkwy Ste 1h, Brooklyn, NY 11218, USA",40.6449836,-73.9738362,60.38695,Brooklyn,False,1.7809430949896652,3295.4139925927707
e  corp,multi family home,1250000,7,3,"2528 West St, Brooklyn, NY 11223, USA",40.58761,-73.9698943,167.2254,Brooklyn,False,2.2233022434501155,7474.941007765567
brown harris stevens,co op,2425000,2,2,"50 E 10th St #6b, New York, NY 10003, USA",40.731874,-73.9921379,120.7739,Manhattan,False,2.0819730906536464,20078.841537782584
brown harris stevens,co op,2500000,5,6,"870 United Nations Plaza, New York, NY 10017, USA",40.7524819,-73.9654633,358.60558,Manhattan,False,2.5546170430185646,6971.447572009337
compass,co op,3499000,6,8,"190 E 72nd St, New York, NY 10021, USA",40.7698703,-73.9611404,557.418,Manhattan,True,2.7461809887304534,6277.156460681213
brown harris stevens,co op,649000,1,2,"45 Sutton Pl S, New York, NY 10022, USA",40.7556274,-73.9614685,92.903,Manhattan,False,1.9680297383468097,6985.780868217387
instahomes,multi family home,998500,3,2,"929 Rogers Ave, Brooklyn, NY 11226, USA",40.6476837,-73.9519338,202.91946300338603,Brooklyn,False,2.307323704350202,4920.671409343018
exp,multi family home,765000,4,2,"858 E 223rd St, Bronx, NY 10466, USA",40.8847302,-73.8563591,107.024256,Bronx,False,2.029482217434003,7147.912338675824
b square,condo,599000,2,2,"37-32 89th St #1b, Queens, NY 11372, USA",40.7494499,-73.8778676,65.496615,Queens,False,1.8162188553382084,9145.510802352152
brown harris stevens,condo,11500000,5,5,"39 Lispenard St, New York, NY 10013, USA",40.7198832,-74.0033836,490.156228,Manhattan,True,2.6903345252211373,23461.907332941202
douglas elliman,co op,595000,1,2,"465 Park Ave #9e, New York, NY 10022, USA",40.761641,-73.9702246,202.91946300338603,Manhattan,False,2.307323704350202,2932.1977852369514
brown harris stevens,co op,675000,1,1,"1270 5th Ave Apt 12h, New York, NY 10029, USA",40.7957847,-73.9498024,202.91946300338603,Manhattan,False,2.307323704350202,3326.442865604945
robert defalco inc,multi family home,949000,8,3,"90 Fillmore St, Staten Island, NY 10301, USA",40.6445278,-74.0913961,325.1605,Staten Island,False,2.512097782697085,2918.5586810206037
new  inc,condo,729000,2,2,"14906 Northern Blvd # 303, Flushing, NY 11354, USA",40.7650102,-73.8167757,88.25785,Queens,False,1.9457533436356573,8259.888497170507
global center,multi family home,2449000,3,2,"46 Pulaski St, Brooklyn, NY 11206, USA",40.6921191,-73.9498754,278.709,Brooklyn,False,2.445150993066472,8786.94265344858
moorstone real estate,co op,399999,2,1,"83-80 118th St #5e, Queens, NY 11415, USA",40.7047878,-73.8344551,202.91946300338603,Queens,False,2.307323704350202,1971.2204737764628
winzone inc,co op,397000,2,1,"84-20 51st Ave #2b, Elmhurst, NY 11373, USA",40.7381747,-73.8785246,92.903,Queens,False,1.9680297383468097,4273.274275319419
homes r us of ny inc,townhouse,950000,2,1,"219 26th St, Brooklyn, NY 11232, USA",40.6594527,-73.9975913,167.2254,Brooklyn,False,2.2233022434501155,5680.955165901831
sotheby's,condo,3995000,4,3,"171 W 57th St #8c, New York, NY 10019, USA",40.7655712,-73.979561,239.503934,Manhattan,True,2.379312651364194,16680.310562247385
ben bay co of bay ridge,co op,599000,1,1,"Harbor View Towers, 8901 Shore Rd #7e, Brooklyn, NY 11209, USA",40.6230753,-74.0403471,72.46433999999999,Brooklyn,False,1.86012434103729,8266.134763664446
douglas elliman,condo,1999999,4,3,"50 Pine St APT 2, New York, NY 10005, USA",40.7069134,-74.0085778,253.532287,Manhattan,False,2.4040332740167063,7888.537683565329
corcoran,co op,3370000,2,2,"20 E 9th St #14j, New York, NY 10003, USA",40.7321377,-73.9947952,202.91946300338603,Manhattan,True,2.307323704350202,16607.574010501725
garfield leslie j co inc,townhouse,6995000,4,5,"92 Amity St, Brooklyn, NY 11201, USA",40.6894191,-73.9977098,388.984861,Brooklyn,True,2.58993269923804,17982.70498758562
maureen folan r e,house,1598000,4,4,"63-31 136th St, Flushing, NY 11367, USA",40.7392152,-73.8301205,202.91946300338603,Queens,False,2.307323704350202,7875.045480350669
tri state han mi inc,condo,699000,2,2,"147-48 Roosevelt Ave #2c, Flushing, NY 11354, USA",40.7627559,-73.8168695,95.69009,Queens,False,1.9808669630519817,7304.831670656805
exp,co op,265000,3,1,"3101 Ocean Pkwy #6c, Brooklyn, NY 11235, USA",40.5757325,-73.9679335,60.38695,Brooklyn,False,1.7809430949896652,4388.365367020524
bright horizons inc,house,1699000,5,3,"134 Beaumont St, Brooklyn, NY 11235, USA",40.5786214,-73.9515728,231.142664,Brooklyn,False,2.3638801143655908,7350.438774903105
realhome services solutions,condo,1086300,2,1,"203 W 81st St #4e, New York, NY 10024, USA",40.7847793,-73.9778528,72.46433999999999,Manhattan,False,1.86012434103729,14990.821692435205
lakeshore,multi family home,859000,6,4,"729 E 182nd St, Bronx, NY 10457, USA",40.8500672,-73.885658,261.98646,Bronx,False,2.418278846666171,3278.7954003424447
keller williams,house,945000,2,2,"69-05 65th Dr, Flushing, NY 11379, USA",40.7154822,-73.8862242,202.91946300338603,Queens,False,2.307323704350202,4657.020011846923
corcoran,condo,549000,2,2,"247 Mt Hope Pl #1, Bronx, NY 10457, USA",40.848222,-73.9043179,202.91946300338603,Bronx,False,2.307323704350202,2705.5068640253553
empire home sales inc,multi family home,969999,6,4,"3710 Secor Ave, Bronx, NY 10466, USA",40.887362,-73.8321425,202.91946300338603,Bronx,False,2.307323704350202,4780.216671398416
excell choice,house,1649000,8,3,"119 Fenimore St, Brooklyn, NY 11225, USA",40.658346,-73.9583816,202.91946300338603,Brooklyn,False,2.307323704350202,8126.376719085265
corcoran,condo,2800000,2,2,"Random House Tower, 230 W 56th St APT 62B, New York, NY 10019, USA",40.7652485,-73.9824857,131.179036,Manhattan,False,2.1178644350625944,21344.87403917193
homedax real estate,co op,449000,2,1,"123 E 88th St #1a, New York, NY 10128, USA",40.7810674,-73.954925,202.91946300338603,Manhattan,False,2.307323704350202,2212.7005135653635
utopia real estate,co op,294500,1,1,"35-45 81st St c1, Jackson Heights, NY 11372, USA",40.7505078,-73.8851355,202.91946300338603,Queens,False,2.307323704350202,1451.314702104676
voro,multi family home,990000,8,4,"842 Bryant Ave, Bronx, NY 10474, USA",40.8182411,-73.8863072,289.85735999999997,Bronx,False,2.4621843323652524,3415.4730450867287
top choice,house,314000,2,1,"18 Richmond Ct, Staten Island, NY 10303, USA",40.6396832,-74.1652748,78.688841,Staten Island,False,1.8959131486775165,3990.4006210995026
east coast realtors inc,multi family home,1598000,7,2,"61-17 170th St, Flushing, NY 11365, USA",40.7375872,-73.7989142,202.91946300338603,Queens,False,2.307323704350202,7875.045480350669
benjamin since 1980,co op,208000,3,1,"76-36 113th St #3f, Forest Hills, NY 11375, USA",40.7170693,-73.8332429,202.91946300338603,Queens,False,2.307323704350202,1025.037208956783
keller williams,co op,169900,2,1,"1430 Thieriot Ave #5k, Bronx, NY 10460, USA",40.8363523,-73.865036,83.6127,Bronx,False,1.9222722477861345,2031.9879635509915
re/max,co op,235000,1,1,"65-38 Booth St #6h, Rego Park, NY 11374, USA",40.7267837,-73.8587799,202.91946300338603,Queens,False,2.307323704350202,1158.0949235809808
nobroker,co op,278000,1,1,"125 Queens Blvd # 10, Bronx, NY 10452, USA",40.7119297,-73.826361,202.91946300338603,Bronx,False,2.307323704350202,1370.0016542787773
compass,townhouse,998000,6,2,"690 Vermont St, Brooklyn, NY 11207, USA",40.6623484,-73.8914648,207.731108,Brooklyn,False,2.317501537561195,4804.287665957089
sotheby's,co op,6400000,3,4,"14 E 75th St #4a, New York, NY 10021, USA",40.7737635,-73.9644574,202.91946300338603,Manhattan,True,2.307323704350202,31539.60642943948
luxdeal,co op,385000,2,1,"97-40 62nd Dr #3h, Rego Park, NY 11374, USA",40.7325379,-73.8601516,85.47076,Queens,False,1.9318175656923648,4504.464450766554
keller williams,co op,250000,1,1,"2241 Plumb 1st St Apt 1l, Brooklyn, NY 11229, USA",40.5986758,-73.9325474,69.67725,Brooklyn,False,1.8430910017385096,3587.971683727472
exp,multi family home,1849000,6,3,"212-15 35th Ave, Flushing, NY 11361, USA",40.7688965,-73.7752498,202.91946300338603,Queens,False,2.307323704350202,9111.98942000525
nardin elite  inc,house,449500,3,2,"266 Soundview Ave, Bronx, NY 10473, USA",40.8112605,-73.855529,202.91946300338603,Bronx,False,2.307323704350202,2215.1645453176634
b square,multi family home,1250000,5,2,"86-08 57th Ave, Queens, NY 11373, USA",40.7324444,-73.8760359,202.91946300338603,Queens,False,2.307323704350202,6160.079380749898
coldwell banker,house,1099000,7,3,"188 Conklin Ave, Brooklyn, NY 11236, USA",40.6438485,-73.9016506,215.720766,Brooklyn,False,2.3338919537493648,5094.548941106578
l rose inc,house,1900000,4,2,"137-39 75th Rd, Flushing, NY 11367, USA",40.7230171,-73.8231693,130.0642,Queens,False,2.1141577740250477,14608.170426604707
douglas elliman,condo,2500000,2,2,"350 W 42nd St, New York, NY 10036, USA",40.7578531,-73.9923304,116.12875,Manhattan,False,2.064939751354866,21527.83010236483
century homes,house,1288000,3,3,"9-22 119th St, Flushing, NY 11356, USA",40.788704,-73.84908,157.563488,Queens,False,2.1974555862675045,8174.482656794193
corcoran,co op,1150000,1,1,"50 Central Park W #10d, New York, NY 10023, USA",40.7717316,-73.9797209,202.91946300338603,Manhattan,False,2.307323704350202,5667.273030289906
charles rutenberg inc,condo,825000,3,2,"6314 Queens Blvd STE 3E, Flushing, NY 11377, USA",40.7407971,-73.9021337,202.91946300338603,Queens,False,2.307323704350202,4065.6523912949324
corcoran,townhouse,4195000,5,4,"445 Waverly Ave, Brooklyn, NY 11238, USA",40.6847934,-73.965911,202.91946300338603,Brooklyn,True,2.307323704350202,20673.226401796655
douglas elliman,condo,875000,2,1,"1437 Hancock St, Brooklyn, NY 11237, USA",40.6965975,-73.9071739,85.656566,Brooklyn,False,1.932760659400439,10215.212223193725
douglas elliman,co op,297000,1,1,"261 Bay 19th St, Brooklyn, NY 11214, USA",40.6013587,-74.0073583,202.91946300338603,Brooklyn,False,2.307323704350202,1463.6348608661758
p r o links inc,condo,485000,1,1,"62-96 Woodhaven Blvd #5f, Middle Village, NY 11379, USA",40.7245332,-73.8696876,53.419225,Queens,False,1.72769758303644,9079.128347519081
re/max,co op,230000,2,1,"6200 Riverdale Ave #4h, Bronx, NY 10471, USA",40.9117719,-73.9024392,74.3224,Bronx,False,1.8711197253387533,3094.6255772149448
budget real estate nyc inc,house,629000,4,2,"1281 E 223rd St, Bronx, NY 10466, USA",40.8807198,-73.8445368,202.91946300338603,Bronx,False,2.307323704350202,3099.7519443933484
charles rutenberg inc,multi family home,1200000,5,2,"591 Huguenot Ave, Staten Island, NY 10312, USA",40.5404111,-74.1957141,202.91946300338603,Staten Island,False,2.307323704350202,5913.6762055199015
douglas elliman,townhouse,7550000,5,5,"48 Charles St, New York, NY 10014, USA",40.7348673,-74.0023636,202.91946300338603,Manhattan,True,2.307323704350202,37206.87945972938
nest seekers  midtown,condo,399000,3,2,"30-38 29th St, Queens, NY 11102, USA",40.7668236,-73.9239725,202.91946300338603,Queens,False,2.307323704350202,1966.2973383353674
compass,house,14000000,3,2,"39 Eldridge St, New York, NY 10002, USA",40.7157769,-73.99357,2139.277381,Manhattan,True,3.330267099310908,6544.265892932376
chous  inc,co op,299000,1,1,"144-44 41st Ave #6a, Flushing, NY 11355, USA",40.7607762,-73.8197115,202.91946300338603,Queens,False,2.307323704350202,1473.4909878753756
donna demkowicz r e corp,multi family home,2200000,6,6,"6402 Fresh Pond Rd, Ridgewood, NY 11385, USA",40.7101745,-73.8995452,202.91946300338603,Queens,False,2.307323704350202,10841.73971011982
century homes,condo,465000,2,2,"10421 39th Ave #212D, Corona, NY 11368, USA",40.7511218,-73.8614488,65.775324,Queens,False,1.8180629960365786,7069.520478530824
keller williams,co op,278000,1,1,"138-28 68th Dr #1a, Flushing, NY 11367, USA",40.7306353,-73.8276823,69.67725,Queens,False,1.8430910017385096,3989.8245123049487
re/max,condo,685000,2,2,"64-34 Grand Central Pkwy #1b, Forest Hills, NY 11375, USA",40.7332174,-73.8448704,202.91946300338603,Queens,False,2.307323704350202,3375.723500650944
corcoran,co op,4500000,2,2,"65 Central Park W #12b, New York, NY 10023, USA",40.7727705,-73.9787651,167.2254,Manhattan,True,2.2233022434501155,26909.78762795604
ben bay co,multi family home,779000,3,2,"2369 Bragg St, Brooklyn, NY 11229, USA",40.5949347,-73.9347766,143.07062,Brooklyn,False,2.1555504591832726,5444.863522643574
sotheby's,house,640000,3,2,"944 Duncan St, Bronx, NY 10469, USA",40.8729069,-73.8596638,113.713272,Bronx,False,2.055811156156352,5628.19087643525
east coast realtors inc,co op,449000,2,2,"23-45 Bell Blvd #2b, Bayside, NY 11360, USA",40.7812626,-73.7745671,111.4836,Queens,False,2.0472109843944346,4027.4982149840876
compass,co op,1100000,2,1,"1209 8th Ave #4r, Brooklyn, NY 11215, USA",40.6634878,-73.9807302,202.91946300338603,Brooklyn,False,2.307323704350202,5420.86985505991
ackerman vlada,condo,550000,3,2,"702 Ocean Pkwy #1a, Brooklyn, NY 11230, USA",40.6310935,-73.9723541,202.91946300338603,Brooklyn,False,2.307323704350202,2710.434927529955
citywide deals,condo,1899000,3,2,"105 Oceana Dr E Ph 1D, Brooklyn, NY 11235, USA",40.5763957,-73.9575654,176.5157,Brooklyn,False,2.246783339299639,10758.249832734426
jadestone development,house,599900,3,2,"3774 Hylan Blvd, Staten Island, NY 10308, USA",40.5466066,-74.1406837,111.855212,Staten Island,False,2.048656225268615,5363.1832551531
corcoran,townhouse,22500000,4,2,"22 Bank St, New York, NY 10014, USA",40.7368312,-74.0024003,371.612,Manhattan,True,2.570089729674772,60547.022162901085
kaloshi real estate inc,house,739000,2,2,"19 Alton Pl, Brooklyn, NY 11210, USA",40.6241803,-73.9375665,136.846119,Brooklyn,False,2.1362324851894403,5400.226220518538
douglas elliman,condo,7995000,3,4,"101 W 67th St Ph 1D, New York, NY 10023, USA",40.7745073,-73.981428,202.91946300338603,Manhattan,True,2.307323704350202,39399.86771927635
compass,co op,1425000,2,2,"124 Thompson St #23, New York, NY 10012, USA",40.7261696,-74.0013901,202.91946300338603,Manhattan,False,2.307323704350202,7022.490494054883
century homes,multi family home,749000,4,2,"154-12 65th Ave, Flushing, NY 11367, USA",40.7369795,-73.8140379,202.91946300338603,Queens,False,2.307323704350202,3691.119564945339
jamie connie real estate grp,condo,548000,1,1,"144-85 Roosevelt Ave #5e, Flushing, NY 11354, USA",40.7626705,-73.8191386,88.25785,Queens,False,1.9457533436356573,6209.079418997857
sotheby's,condo,950000,1,1,"323 E 53rd St, New York, NY 10022, USA",40.7564316,-73.9660912,52.02568,Manhattan,False,1.71621776535301,18260.213033255885
brown harris stevens,co op,1460000,2,2,"1060 Park Ave #2b, New York, NY 10128, USA",40.7812136,-73.9570373,202.91946300338603,Manhattan,False,2.307323704350202,7194.972716715881
showcase inc,co op,269000,3,1,"144-11 Sanford Ave #6c, Flushing, NY 11355, USA",40.7592939,-73.8203855,202.91946300338603,Queens,False,2.307323704350202,1325.649082737378
corcoran,condo,1695000,1,2,"70 Washington St, Brooklyn, NY 11201, USA",40.7020349,-73.9899069,99.592016,Brooklyn,False,1.9982245237035607,17019.436578128913
compass,co op,155000,3,1,"1275 E 51st St #5c, Brooklyn, NY 11234, USA",40.6299057,-73.9265933,202.91946300338603,Brooklyn,False,2.307323704350202,763.8498432129874
compass,co op,449000,2,1,"261-36 Langston Ave #2, Glen Oaks, NY 11004, USA",40.7526861,-73.7166669,70.977892,Queens,False,1.8511230969224994,6325.913426676577
exit top,multi family home,938000,5,3,"1838 Brown St, Brooklyn, NY 11229, USA",40.6065668,-73.9413437,175.58667,Manhattan,False,2.244491542520054,5342.091173549792
pamela lee realtor,house,690000,2,2,"1060 E 52nd St, Brooklyn, NY 11234, USA",40.6342245,-73.9268315,139.3545,Brooklyn,False,2.144120997402491,4951.400923543912
re/max,house,1499000,5,2,"1914 Bay Ridge Ave, Brooklyn, NY 11204, USA",40.6151781,-73.9901308,193.981464,Brooklyn,False,2.287760232677034,7727.542462510748
serhant,co op,795000,2,1,"651 Vanderbilt St #7k, Brooklyn, NY 11218, USA",40.654461,-73.9744629,202.91946300338603,Brooklyn,False,2.307323704350202,3917.810486156935
j sikar,co op,300000,2,1,"2620 Ocean Pkwy #3f, Brooklyn, NY 11235, USA",40.5860215,-73.9668364,74.3224,Brooklyn,False,1.8711197253387533,4036.468144193406
corcoran,condo,1100000,2,2,"77 W 55th St #2a, New York, NY 10019, USA",40.7630485,-73.9776229,202.91946300338603,Manhattan,False,2.307323704350202,5420.86985505991
douglas elliman,condo,5000000,2,2,"641 5th Ave #42B, New York, NY 10022, USA",40.7592091,-73.9760875,165.36734,Manhattan,True,2.2184497406557036,30235.716435905662
douglas elliman,house,2500000,8,4,"14 Stuyvesant Ave, Brooklyn, NY 11221, USA",40.6960918,-73.9349507,596.901775,Brooklyn,False,2.7759028703501416,4188.293794234402
compass,condo,425000,1,1,"640 Ditmas Ave APT 29, Brooklyn, NY 11218, USA",40.6360061,-73.971649,56.020509,Brooklyn,False,1.748347050486961,7586.50729146356
compass,co op,280000,3,1,"25 Tudor City Pl, New York, NY 10017, USA",40.7486808,-73.9705383,202.91946300338603,Manhattan,False,2.307323704350202,1379.857781287977
re/max,house,1149000,3,2,"1714 E 29th St, Brooklyn, NY 11229, USA",40.6093215,-73.9448683,154.21898,Brooklyn,False,2.1881378263868645,7450.444815547347
the co op connection,co op,410000,2,2,"11055 72nd Rd Apt 309, Forest Hills, NY 11375, USA",40.7203199,-73.84052,202.91946300338603,Queens,False,2.307323704350202,2020.5060368859665
sany,co op,268000,1,1,"26-25 141st St #5a, Flushing, NY 11354, USA",40.7739672,-73.8277862,61.315979999999996,Queens,False,1.7875736738886783,4370.801869268012
brown harris stevens,co op,6000000,4,4,"480 Park Ave Apt 18d, New York, NY 10022, USA",40.7625546,-73.9703842,202.91946300338603,Manhattan,True,2.307323704350202,29568.38102759951
sotheby's,co op,4650000,3,3,"150 Central Park S, New York, NY 10019, USA",40.7661258,-73.9779145,202.91946300338603,Manhattan,True,2.307323704350202,22915.49529638962
corcoran,house,24500000,6,8,"52 E 66th St, New York, NY 10065, USA",40.7675628,-73.967656,780.3851999999999,Manhattan,True,2.892309024408691,31394.75223261538
jamie connie real estate grp,condo,660000,2,2,"82-25 Queens Blvd #4a, Elmhurst, NY 11373, USA",40.7376925,-73.8803546,90.11591,Queens,False,1.9548014726130545,7323.900962660201
homefinders of si inc,house,465000,2,2,"12 Maple Terrace, Staten Island, NY 10306, USA",40.5636372,-74.1009652,97.362344,Staten Island,False,1.9883910209945175,4775.973758396778
